Province,Station,Category,Year,Cases
Free State,Park Road,Assault with the intent to inflict grievous bodily harm,2008,365
Free State,Park Road,Assault with the intent to inflict grievous bodily harm,2009,326
Free State,Park Road,Assault with the intent to inflict grievous bodily harm,2010,312
Free State,Park Road,Assault with the intent to inflict grievous bodily harm,2011,346
Free State,Park Road,Assault with the intent to inflict grievous bodily harm,2012,391
Free State,Park Road,Assault with the intent to inflict grievous bodily harm,2013,375
Free State,Park Road,Assault with the intent to inflict grievous bodily harm,2014,330
Free State,Park Road,Assault with the intent to inflict grievous bodily harm,2015,268
Free State,Park Road,Attempted murder,2005,37
Free State,Park Road,Attempted murder,2006,28
Free State,Park Road,Attempted murder,2007,42
Free State,Park Road,Attempted murder,2008,49
Free State,Park Road,Attempted murder,2009,42
Free State,Park Road,Attempted murder,2010,26
Free State,Park Road,Attempted murder,2011,31
Free State,Park Road,Attempted murder,2012,44
Free State,Park Road,Attempted murder,2013,30
Free State,Park Road,Attempted murder,2014,21
Free State,Park Road,Attempted murder,2015,44
Free State,Park Road,Bank robbery,2005,0
Free State,Park Road,Bank robbery,2006,0
Free State,Park Road,Bank robbery,2007,0
Free State,Park Road,Bank robbery,2008,0
Free State,Park Road,Bank robbery,2009,0
Free State,Park Road,Bank robbery,2010,0
Free State,Park Road,Bank robbery,2011,0
Free State,Park Road,Bank robbery,2012,0
Free State,Park Road,Bank robbery,2013,0
Free State,Park Road,Bank robbery,2014,0
Free State,Park Road,Bank robbery,2015,0
Free State,Park Road,Burglary at non-residential premises,2005,537
Free State,Park Road,Burglary at non-residential premises,2006,618
Free State,Park Road,Burglary at non-residential premises,2007,769
Free State,Park Road,Burglary at non-residential premises,2008,918
Free State,Park Road,Burglary at non-residential premises,2009,632
Free State,Park Road,Burglary at non-residential premises,2010,741
Free State,Park Road,Burglary at non-residential premises,2011,583
Free State,Park Road,Burglary at non-residential premises,2012,623
Free State,Park Road,Burglary at non-residential premises,2013,668
Free State,Park Road,Burglary at non-residential premises,2014,550
Free State,Park Road,Burglary at non-residential premises,2015,488
Free State,Park Road,Burglary at residential premises,2005,1019
Free State,Park Road,Burglary at residential premises,2006,996
Free State,Park Road,Burglary at residential premises,2007,1053
Free State,Park Road,Burglary at residential premises,2008,1123
Free State,Park Road,Burglary at residential premises,2009,1073
Free State,Park Road,Burglary at residential premises,2010,1175
Free State,Park Road,Burglary at residential premises,2011,1284
Free State,Park Road,Burglary at residential premises,2012,1829
Free State,Park Road,Burglary at residential premises,2013,1890
Free State,Park Road,Burglary at residential premises,2014,1923
Free State,Park Road,Burglary at residential premises,2015,1397
Free State,Park Road,Carjacking,2005,14
Free State,Park Road,Carjacking,2006,20
Free State,Park Road,Carjacking,2007,37
Free State,Park Road,Carjacking,2008,45
Free State,Park Road,Carjacking,2009,41
Free State,Park Road,Carjacking,2010,40
Free State,Park Road,Carjacking,2011,37
Free State,Park Road,Carjacking,2012,19
Free State,Park Road,Carjacking,2013,39
Free State,Park Road,Carjacking,2014,44
Free State,Park Road,Carjacking,2015,29
Free State,Park Road,Commercial crime,2005,415
Free State,Park Road,Commercial crime,2006,547
Free State,Park Road,Commercial crime,2007,862
Free State,Park Road,Commercial crime,2008,1243
Free State,Park Road,Commercial crime,2009,1085
Free State,Park Road,Commercial crime,2010,1291
Free State,Park Road,Commercial crime,2011,1351
Free State,Park Road,Commercial crime,2012,1557
Free State,Park Road,Commercial crime,2013,1246
Free State,Park Road,Commercial crime,2014,1247
Free State,Park Road,Commercial crime,2015,1052
Free State,Park Road,Common assault,2005,1315
Free State,Park Road,Common assault,2006,1252
Free State,Park Road,Common assault,2007,1131
Free State,Park Road,Common assault,2008,1193
Free State,Park Road,Common assault,2009,1198
Free State,Park Road,Common assault,2010,1060
Free State,Park Road,Common assault,2011,997
Free State,Park Road,Common assault,2012,1026
Free State,Park Road,Common assault,2013,986
Free State,Park Road,Common assault,2014,925
Free State,Park Road,Common assault,2015,885
Free State,Park Road,Common robbery,2005,251
Free State,Park Road,Common robbery,2006,472
Free State,Park Road,Common robbery,2007,479
Free State,Park Road,Common robbery,2008,617
Free State,Park Road,Common robbery,2009,612
Free State,Park Road,Common robbery,2010,585
Free State,Park Road,Common robbery,2011,563
Free State,Park Road,Common robbery,2012,608
Free State,Park Road,Common robbery,2013,606
Free State,Park Road,Common robbery,2014,681
Free State,Park Road,Common robbery,2015,533
Free State,Park Road,Driving under the influence of alcohol or drugs,2005,66
Free State,Park Road,Driving under the influence of alcohol or drugs,2006,71
Free State,Park Road,Driving under the influence of alcohol or drugs,2007,88
Free State,Park Road,Driving under the influence of alcohol or drugs,2008,70
Free State,Park Road,Driving under the influence of alcohol or drugs,2009,112
Free State,Park Road,Driving under the influence of alcohol or drugs,2010,115
Free State,Park Road,Driving under the influence of alcohol or drugs,2011,113
Free State,Park Road,Driving under the influence of alcohol or drugs,2012,128
Free State,Park Road,Driving under the influence of alcohol or drugs,2013,138
Free State,Park Road,Driving under the influence of alcohol or drugs,2014,151
Free State,Park Road,Driving under the influence of alcohol or drugs,2015,193
Free State,Park Road,Drug-related crime,2005,257
Free State,Park Road,Drug-related crime,2006,286
Free State,Park Road,Drug-related crime,2007,431
Free State,Park Road,Drug-related crime,2008,294
Free State,Park Road,Drug-related crime,2009,386
Free State,Park Road,Drug-related crime,2010,278
Free State,Park Road,Drug-related crime,2011,255
Free State,Park Road,Drug-related crime,2012,425
Free State,Park Road,Drug-related crime,2013,509
Free State,Park Road,Drug-related crime,2014,551
Free State,Park Road,Drug-related crime,2015,737
Free State,Park Road,Illegal possession of firearms and ammunition,2005,16
Free State,Park Road,Illegal possession of firearms and ammunition,2006,8
Free State,Park Road,Illegal possession of firearms and ammunition,2007,31
Free State,Park Road,Illegal possession of firearms and ammunition,2008,20
Free State,Park Road,Illegal possession of firearms and ammunition,2009,19
Free State,Park Road,Illegal possession of firearms and ammunition,2010,15
Free State,Park Road,Illegal possession of firearms and ammunition,2011,7
Free State,Park Road,Illegal possession of firearms and ammunition,2012,14
Free State,Park Road,Illegal possession of firearms and ammunition,2013,15
Free State,Park Road,Illegal possession of firearms and ammunition,2014,18
Free State,Park Road,Illegal possession of firearms and ammunition,2015,17
Free State,Park Road,Malicious damage to property,2005,801
Free State,Park Road,Malicious damage to property,2006,829
Free State,Park Road,Malicious damage to property,2007,709
Free State,Park Road,Malicious damage to property,2008,647
Free State,Park Road,Malicious damage to property,2009,623
Free State,Park Road,Malicious damage to property,2010,421
Free State,Park Road,Malicious damage to property,2011,411
Free State,Park Road,Malicious damage to property,2012,443
Free State,Park Road,Malicious damage to property,2013,436
Free State,Park Road,Malicious damage to property,2014,361
Free State,Park Road,Malicious damage to property,2015,327
Free State,Park Road,Murder,2005,17
Free State,Park Road,Murder,2006,19
Free State,Park Road,Murder,2007,28
Free State,Park Road,Murder,2008,25
Free State,Park Road,Murder,2009,22
Free State,Park Road,Murder,2010,20
Free State,Park Road,Murder,2011,25
Free State,Park Road,Murder,2012,20
Free State,Park Road,Murder,2013,26
Free State,Park Road,Murder,2014,29
Free State,Park Road,Murder,2015,22
Free State,Park Road,Robbery at non-residential premises,2005,3
Free State,Park Road,Robbery at non-residential premises,2006,32
Free State,Park Road,Robbery at non-residential premises,2007,66
Free State,Park Road,Robbery at non-residential premises,2008,65
Free State,Park Road,Robbery at non-residential premises,2009,91
Free State,Park Road,Robbery at non-residential premises,2010,55
Free State,Park Road,Robbery at non-residential premises,2011,50
Free State,Park Road,Robbery at non-residential premises,2012,110
Free State,Park Road,Robbery at non-residential premises,2013,66
Free State,Park Road,Robbery at non-residential premises,2014,53
Free State,Park Road,Robbery at non-residential premises,2015,57
Free State,Park Road,Robbery at residential premises,2005,3
Free State,Park Road,Robbery at residential premises,2006,10
Free State,Park Road,Robbery at residential premises,2007,44
Free State,Park Road,Robbery at residential premises,2008,51
Free State,Park Road,Robbery at residential premises,2009,45
Free State,Park Road,Robbery at residential premises,2010,50
Free State,Park Road,Robbery at residential premises,2011,42
Free State,Park Road,Robbery at residential premises,2012,77
Free State,Park Road,Robbery at residential premises,2013,56
Free State,Park Road,Robbery at residential premises,2014,50
Free State,Park Road,Robbery at residential premises,2015,45
Free State,Park Road,Robbery of cash in transit,2005,0
Free State,Park Road,Robbery of cash in transit,2006,1
Free State,Park Road,Robbery of cash in transit,2007,1
Free State,Park Road,Robbery of cash in transit,2008,3
Free State,Park Road,Robbery of cash in transit,2009,1
Free State,Park Road,Robbery of cash in transit,2010,2
Free State,Park Road,Robbery of cash in transit,2011,2
Free State,Park Road,Robbery of cash in transit,2012,1
Free State,Park Road,Robbery of cash in transit,2013,1
Free State,Park Road,Robbery of cash in transit,2014,0
Free State,Park Road,Robbery of cash in transit,2015,0
Free State,Park Road,Robbery with aggravating circumstances,2005,690
Free State,Park Road,Robbery with aggravating circumstances,2006,980
Free State,Park Road,Robbery with aggravating circumstances,2007,928
Free State,Park Road,Robbery with aggravating circumstances,2008,887
Free State,Park Road,Robbery with aggravating circumstances,2009,717
Free State,Park Road,Robbery with aggravating circumstances,2010,542
Free State,Park Road,Robbery with aggravating circumstances,2011,523
Free State,Park Road,Robbery with aggravating circumstances,2012,731
Free State,Park Road,Robbery with aggravating circumstances,2013,694
Free State,Park Road,Robbery with aggravating circumstances,2014,619
Free State,Park Road,Robbery with aggravating circumstances,2015,566
Free State,Park Road,Sexual Offences,2005,156
Free State,Park Road,Sexual Offences,2006,118
Free State,Park Road,Sexual Offences,2007,151
Free State,Park Road,Sexual Offences,2008,107
Free State,Park Road,Sexual Offences,2009,134
Free State,Park Road,Sexual Offences,2010,170
Free State,Park Road,Sexual Offences,2011,182
Free State,Park Road,Sexual Offences,2012,169
Free State,Park Road,Sexual Offences,2013,166
Free State,Park Road,Sexual Offences,2014,109
Free State,Park Road,Sexual Offences,2015,148
Free State,Park Road,Sexual offences as result of police action,2005,0
Free State,Park Road,Sexual offences as result of police action,2006,0
Free State,Park Road,Sexual offences as result of police action,2007,0
Free State,Park Road,Sexual offences as result of police action,2008,0
Free State,Park Road,Sexual offences as result of police action,2009,0
Free State,Park Road,Sexual offences as result of police action,2010,0
Free State,Park Road,Sexual offences as result of police action,2011,3
Free State,Park Road,Sexual offences as result of police action,2012,3
Free State,Park Road,Sexual offences as result of police action,2013,24
Free State,Park Road,Sexual offences as result of police action,2014,45
Free State,Park Road,Sexual offences as result of police action,2015,115
Free State,Park Road,Shoplifting,2005,840
Free State,Park Road,Shoplifting,2006,774
Free State,Park Road,Shoplifting,2007,795
Free State,Park Road,Shoplifting,2008,943
Free State,Park Road,Shoplifting,2009,965
Free State,Park Road,Shoplifting,2010,920
Free State,Park Road,Shoplifting,2011,945
Free State,Park Road,Shoplifting,2012,986
Free State,Park Road,Shoplifting,2013,994
Free State,Park Road,Shoplifting,2014,988
Free State,Park Road,Shoplifting,2015,1031
Free State,Park Road,Stock-theft,2005,17
Free State,Park Road,Stock-theft,2006,14
Free State,Park Road,Stock-theft,2007,11
Free State,Park Road,Stock-theft,2008,16
Free State,Park Road,Stock-theft,2009,16
Free State,Park Road,Stock-theft,2010,12
Free State,Park Road,Stock-theft,2011,15
Free State,Park Road,Stock-theft,2012,27
Free State,Park Road,Stock-theft,2013,24
Free State,Park Road,Stock-theft,2014,6
Free State,Park Road,Stock-theft,2015,15
Free State,Park Road,Theft of motor vehicle and motorcycle,2005,881
Free State,Park Road,Theft of motor vehicle and motorcycle,2006,898
Free State,Park Road,Theft of motor vehicle and motorcycle,2007,912
Free State,Park Road,Theft of motor vehicle and motorcycle,2008,919
Free State,Park Road,Theft of motor vehicle and motorcycle,2009,773
Free State,Park Road,Theft of motor vehicle and motorcycle,2010,653
Free State,Park Road,Theft of motor vehicle and motorcycle,2011,407
Free State,Park Road,Theft of motor vehicle and motorcycle,2012,378
Free State,Park Road,Theft of motor vehicle and motorcycle,2013,391
Free State,Park Road,Theft of motor vehicle and motorcycle,2014,308
Free State,Park Road,Theft of motor vehicle and motorcycle,2015,285
Free State,Park Road,Theft out of or from motor vehicle,2005,1910
Free State,Park Road,Theft out of or from motor vehicle,2006,1688
Free State,Park Road,Theft out of or from motor vehicle,2007,1464
Free State,Park Road,Theft out of or from motor vehicle,2008,1969
Free State,Park Road,Theft out of or from motor vehicle,2009,1506
Free State,Park Road,Theft out of or from motor vehicle,2010,1211
Free State,Park Road,Theft out of or from motor vehicle,2011,1284
Free State,Park Road,Theft out of or from motor vehicle,2012,1750
Free State,Park Road,Theft out of or from motor vehicle,2013,1753
Free State,Park Road,Theft out of or from motor vehicle,2014,1522
Free State,Park Road,Theft out of or from motor vehicle,2015,1127
Free State,Park Road,Truck hijacking,2005,2
Free State,Park Road,Truck hijacking,2006,1
Free State,Park Road,Truck hijacking,2007,1
Free State,Park Road,Truck hijacking,2008,2
Free State,Park Road,Truck hijacking,2009,1
Free State,Park Road,Truck hijacking,2010,0
Free State,Park Road,Truck hijacking,2011,2
Free State,Park Road,Truck hijacking,2012,0
Free State,Park Road,Truck hijacking,2013,0
Free State,Park Road,Truck hijacking,2014,0
Free State,Park Road,Truck hijacking,2015,0
